participant,condition,learningtype,item,itemgroup,verbtype,known,input,testmoment,bin_score,frequency,cognate,vowellength,vowelchange,structure,syllables,verbclass,lextale,age,gender,L11,L12,bilingualism,usage,proficiency_overall,proficiency_oral,proficiency_written,comprehension_oral,comprehension_written,proficiency_average,L21,L22,L23,L2s_amount 
pp05,IMP,incidental,stehlen,CRIT_A,critical,ACT,yes,T3,1,144,yes,long,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,tragen,CRIT_A,critical,ACT,yes,T3,1,1984,yes,long,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,treffen,CRIT_A,critical,ACT,yes,T3,1,1523,yes,short,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,treten,CRIT_A,critical,ACT,yes,T3,0,1686,yes,long,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,vergessen,CRIT_A,critical,ACT,yes,T3,0,837,yes,short,e-i,S-V-OA-PP,3,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,wachsen,CRIT_A,critical,ACT,yes,T3,1,531,no,short,a-ae,ITR,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,werfen,CRIT_A,critical,ACT,yes,T3,1,902,yes,short,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,blasen,CRIT_B,critical,ACT,no,T3,1,85,yes,long,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,braten,CRIT_B,critical,ACT,no,T3,1,13,yes,long,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,brechen,CRIT_B,critical,ACT,no,T3,1,361,yes,short,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,empfehlen,CRIT_B,critical,ACT,no,T3,0,382,doubt,long,e-i,S-V-OA-PP,3,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,essen,CRIT_B,critical,ACT,no,T3,1,400,yes,short,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,fallen,CRIT_B,critical,ACT,no,T3,1,1668,yes,short,a-ae,ITR,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,halten,CRIT_B,critical,ACT,no,T3,1,3971,yes,short,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,laufen,CRIT_B,critical,ACT,no,T3,1,1290,yes,diphtong,au-aeu,ITR,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,lesen,CRIT_B,critical,ACT,no,T3,0,944,yes,long,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,messen,CRIT_B,critical,ACT,no,T3,0,294,yes,short,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,schlagen,CRIT_B,critical,ACT,no,T3,0,1331,yes,long,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,sehen,CRIT_B,critical,ACT,no,T3,0,6771,yes,long,e-i,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,sprechen,CRIT_B,critical,ACT,no,T3,1,3598,yes,short,e-i,S-V-PP-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,sterben,CRIT_B,critical,ACT,no,T3,1,858,yes,short,e-i,ITR,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,verraten,CRIT_B,critical,ACT,no,T3,1,234,yes,long,a-ae,S-V-OD-OA,3,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp05,IMP,incidental,waschen,CRIT_B,critical,ACT,no,T3,1,118,yes,short,a-ae,S-V-OA-PP,2,strong,71.25,21,v,NL-NL,none,monolingual,3,4,4,4,5,5,4.25,english,norwegian,french,3
pp06,EXP,explicit,bezahlen,CONTR_A,control,ACT,no,T3,0,552,yes,long,none,S-V-OA-PP,3,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,brauchen,CONTR_A,control,ACT,no,T3,1,1799,no,diphtong,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,folgen,CONTR_A,control,ACT,no,T3,1,1133,yes,short,none,S-V-OD-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fragen,CONTR_A,control,ACT,no,T3,1,2461,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,gehen,CONTR_A,control,ACT,no,T3,1,7302,yes,long,none,ITR,2,irregular,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,kaufen,CONTR_A,control,ACT,no,T3,1,740,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,kochen,CONTR_A,control,ACT,no,T3,1,97,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,parken,CONTR_A,control,PASS,no,T3,1,25,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,planen,CONTR_A,control,PASS,no,T3,1,381,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,reden,CONTR_A,control,NT,no,T3,1,906,no,long,none,ITR,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,regeln,CONTR_A,control,PASS,no,T3,1,123,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,rennen,CONTR_A,control,ACT,no,T3,1,172,yes,short,none,S-V-OA-PP,2,irregular,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,senden,CONTR_A,control,PASS,no,T3,1,168,yes,short,none,S-V-OA-PP,2,irregular,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,setzen,CONTR_A,control,ACT,no,T3,1,2208,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,tanzen,CONTR_A,control,ACT,no,T3,1,189,yes,short,none,ITR,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,verpacken,CONTR_A,control,ACT,no,T3,1,44,yes,short,none,S-V-OA-PP,3,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,baden,CONTR_B,control,ACT,yes,T3,1,63,yes,long,none,ITR,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,bauen,CONTR_B,control,ACT,yes,T3,1,830,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,bekommen,CONTR_B,control,PASS,yes,T3,1,1523,no,short,none,S-V-OA-PP,3,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,bestellen,CONTR_B,control,ACT,yes,T3,0,304,yes,short,none,S-V-OA-PP,3,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fegen,CONTR_B,control,ACT,yes,T3,1,35,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,hassen,CONTR_B,control,PASS,yes,T3,1,91,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,holen,CONTR_B,control,ACT,yes,T3,1,716,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,jagen,CONTR_B,control,ACT,yes,T3,0,166,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,kennen,CONTR_B,control,ACT,yes,T3,1,1449,yes,short,none,S-V-OA-PP,2,irregular,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,klagen,CONTR_B,control,PASS,yes,T3,1,169,yes,long,none,S-V-PP-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,legen,CONTR_B,control,ACT,yes,T3,0,1509,yes,long,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,machen,CONTR_B,control,ACT,yes,T3,1,8089,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,rauchen,CONTR_B,control,ACT,yes,T3,1,186,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,retten,CONTR_B,control,NT,yes,T3,1,427,yes,short,none,S-V-OA-PP,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,stehen,CONTR_B,control,ACT,yes,T3,1,6771,yes,long,none,ITR,2,irregular,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,warten,CONTR_B,control,PASS,yes,T3,1,989,yes,short,none,ITR,2,weak,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,empfangen,CRIT_A,critical,NT,no,T3,1,450,doubt,short,a-ae,S-V-OA-PP,3,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fahren,CRIT_A,critical,ACT,no,T3,1,2884,no,long,a-ae,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fangen,CRIT_A,critical,ACT,no,T3,1,427,yes,short,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fressen,CRIT_A,critical,PASS,no,T3,1,100,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,geben,CRIT_A,critical,ACT,no,T3,1,10290,yes,long,e-i,S-V-OD-OA,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,laden,CRIT_A,critical,PASS,no,T3,0,269,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,lassen,CRIT_A,critical,PASS,no,T3,0,5577,yes,short,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,saufen,CRIT_A,critical,PASS,no,T3,0,15,yes,diphtong,au-aeu,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,schlafen,CRIT_A,critical,ACT,no,T3,0,399,yes,long,a-ae,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,stehlen,CRIT_A,critical,ACT,no,T3,1,144,yes,long,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,tragen,CRIT_A,critical,ACT,no,T3,0,1984,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,treffen,CRIT_A,critical,PASS,no,T3,0,1523,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,treten,CRIT_A,critical,PASS,no,T3,0,1686,yes,long,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,vergessen,CRIT_A,critical,ACT,no,T3,1,837,yes,short,e-i,S-V-OA-PP,3,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,wachsen,CRIT_A,critical,PASS,no,T3,1,531,no,short,a-ae,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,werfen,CRIT_A,critical,ACT,no,T3,1,902,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,blasen,CRIT_B,critical,ACT,yes,T3,1,85,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,braten,CRIT_B,critical,ACT,yes,T3,0,13,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,brechen,CRIT_B,critical,ACT,yes,T3,0,361,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,empfehlen,CRIT_B,critical,PASS,yes,T3,0,382,doubt,long,e-i,S-V-OA-PP,3,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,essen,CRIT_B,critical,ACT,yes,T3,1,400,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,fallen,CRIT_B,critical,ACT,yes,T3,0,1668,yes,short,a-ae,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,halten,CRIT_B,critical,PASS,yes,T3,0,3971,yes,short,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,laufen,CRIT_B,critical,ACT,yes,T3,0,1290,yes,diphtong,au-aeu,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,lesen,CRIT_B,critical,ACT,yes,T3,1,944,yes,long,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,messen,CRIT_B,critical,PASS,yes,T3,1,294,yes,short,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,schlagen,CRIT_B,critical,ACT,yes,T3,1,1331,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,sehen,CRIT_B,critical,ACT,yes,T3,1,6771,yes,long,e-i,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,sprechen,CRIT_B,critical,ACT,yes,T3,1,3598,yes,short,e-i,S-V-PP-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,sterben,CRIT_B,critical,ACT,yes,T3,1,858,yes,short,e-i,ITR,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,verraten,CRIT_B,critical,PASS,yes,T3,0,234,yes,long,a-ae,S-V-OD-OA,3,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp06,EXP,explicit,waschen,CRIT_B,critical,ACT,yes,T3,1,118,yes,short,a-ae,S-V-OA-PP,2,strong,58.75,23,v,NL-BE,none,monolingual,2,2,2,1,2,3,2,english,french,999,2
pp08,EXP,explicit,bezahlen,CONTR_A,control,ACT,yes,T3,0,552,yes,long,none,S-V-OA-PP,3,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,brauchen,CONTR_A,control,ACT,yes,T3,1,1799,no,diphtong,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,folgen,CONTR_A,control,ACT,yes,T3,1,1133,yes,short,none,S-V-OD-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,fragen,CONTR_A,control,ACT,yes,T3,1,2461,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,gehen,CONTR_A,control,ACT,yes,T3,1,7302,yes,long,none,ITR,2,irregular,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,kaufen,CONTR_A,control,ACT,yes,T3,1,740,yes,diphtong,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,kochen,CONTR_A,control,ACT,yes,T3,1,97,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,parken,CONTR_A,control,ACT,yes,T3,1,25,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,planen,CONTR_A,control,ACT,yes,T3,1,381,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,reden,CONTR_A,control,ACT,yes,T3,1,906,no,long,none,ITR,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,regeln,CONTR_A,control,ACT,yes,T3,1,123,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,rennen,CONTR_A,control,ACT,yes,T3,1,172,yes,short,none,S-V-OA-PP,2,irregular,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,senden,CONTR_A,control,ACT,yes,T3,1,168,yes,short,none,S-V-OA-PP,2,irregular,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,setzen,CONTR_A,control,ACT,yes,T3,1,2208,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,tanzen,CONTR_A,control,ACT,yes,T3,1,189,yes,short,none,ITR,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,verpacken,CONTR_A,control,ACT,yes,T3,0,44,yes,short,none,S-V-OA-PP,3,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,baden,CONTR_B,control,ACT,no,T3,1,63,yes,long,none,ITR,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,bauen,CONTR_B,control,ACT,no,T3,1,830,yes,diphtong,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,bekommen,CONTR_B,control,ACT,no,T3,1,1523,no,short,none,S-V-OA-PP,3,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,bestellen,CONTR_B,control,ACT,no,T3,1,304,yes,short,none,S-V-OA-PP,3,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,fegen,CONTR_B,control,PASS,no,T3,1,35,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,hassen,CONTR_B,control,ACT,no,T3,1,91,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,holen,CONTR_B,control,ACT,no,T3,1,716,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,jagen,CONTR_B,control,ACT,no,T3,1,166,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,kennen,CONTR_B,control,PASS,no,T3,1,1449,yes,short,none,S-V-OA-PP,2,irregular,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,klagen,CONTR_B,control,ACT,no,T3,0,169,yes,long,none,S-V-PP-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,legen,CONTR_B,control,NT,no,T3,1,1509,yes,long,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,machen,CONTR_B,control,ACT,no,T3,1,8089,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,rauchen,CONTR_B,control,ACT,no,T3,1,186,yes,diphtong,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,retten,CONTR_B,control,ACT,no,T3,1,427,yes,short,none,S-V-OA-PP,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,stehen,CONTR_B,control,ACT,no,T3,1,6771,yes,long,none,ITR,2,irregular,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,warten,CONTR_B,control,ACT,no,T3,1,989,yes,short,none,ITR,2,weak,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,empfangen,CRIT_A,critical,ACT,yes,T3,1,450,doubt,short,a-ae,S-V-OA-PP,3,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,fahren,CRIT_A,critical,ACT,yes,T3,1,2884,no,long,a-ae,ITR,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,fangen,CRIT_A,critical,ACT,yes,T3,1,427,yes,short,a-ae,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,fressen,CRIT_A,critical,ACT,yes,T3,1,100,yes,short,e-i,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,geben,CRIT_A,critical,ACT,yes,T3,1,10290,yes,long,e-i,S-V-OD-OA,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,laden,CRIT_A,critical,ACT,yes,T3,0,269,yes,long,a-ae,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,lassen,CRIT_A,critical,ACT,yes,T3,1,5577,yes,short,a-ae,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,saufen,CRIT_A,critical,ACT,yes,T3,1,15,yes,diphtong,au-aeu,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,schlafen,CRIT_A,critical,ACT,yes,T3,1,399,yes,long,a-ae,ITR,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,stehlen,CRIT_A,critical,ACT,yes,T3,1,144,yes,long,e-i,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
pp08,EXP,explicit,tragen,CRIT_A,critical,ACT,yes,T3,1,1984,yes,long,a-ae,S-V-OA-PP,2,strong,73.75,19,v,NL-NL,french,bilingual,2,1,1,3,4,5,2.13,french,999,999,1
